,loss
0,2917.0205078125
1,707.88916015625
2,164.26808166503906
3,-55.191131591796875
4,-166.66867065429688
5,-231.34536743164062
6,-272.275390625
7,-299.823486328125
8,-319.2447814941406
9,-333.4480285644531
10,-344.15362548828125
11,-352.4337463378906
12,-358.9848937988281
13,-364.2756652832031
14,-368.63043212890625
15,-372.2792663574219
16,-375.38873291015625
17,-378.0816955566406
18,-380.4497985839844
19,-382.5628356933594
20,-384.4738464355469
21,-386.2244567871094
22,-387.847900390625
23,-389.3687438964844
24,-390.807861328125
25,-392.18145751953125
26,-393.5028076171875
27,-394.78204345703125
28,-396.02850341796875
29,-397.2490539550781
30,-398.4488830566406
31,-399.6336669921875
32,-400.8069152832031
33,-401.97161865234375
34,-403.13140869140625
35,-404.2876892089844
36,-405.4429626464844
37,-406.59869384765625
38,-407.7562255859375
39,-408.9166259765625
40,-410.0809326171875
41,-411.2501220703125
42,-412.42486572265625
43,-413.6058349609375
44,-414.7936706542969
45,-415.98870849609375
46,-417.1917724609375
47,-418.4025573730469
48,-419.6223449707031
49,-420.8506774902344
50,-422.0886535644531
51,-423.3358154296875
52,-424.5929260253906
53,-425.8601989746094
54,-427.1379089355469
55,-428.4261779785156
56,-429.7252197265625
57,-431.0364990234375
58,-432.3584899902344
59,-433.693115234375
60,-435.03961181640625
61,-436.3985290527344
62,-437.7720947265625
63,-439.1582336425781
64,-440.55816650390625
65,-441.97393798828125
66,-443.40472412109375
67,-444.8514709472656
68,-446.3141174316406
69,-447.7958984375
70,-449.2973327636719
71,-450.8168640136719
72,-452.3614196777344
73,-453.9303283691406
74,-455.5278015136719
75,-457.1596984863281
76,-458.8307800292969
77,-460.5442199707031
78,-462.3276672363281
79,-464.2001037597656
80,-466.2208557128906
81,-466.7795715332031
82,-469.8800354003906
83,-471.2569885253906
84,-472.9226379394531
85,-474.3760070800781
86,-475.9288024902344
87,-477.4964904785156
88,-479.1906433105469
89,-480.9307556152344
90,-482.6832580566406
91,-484.4930114746094
92,-486.3688659667969
93,-488.3102111816406
94,-490.3573913574219
95,-490.1366882324219
96,-494.1052551269531
97,-495.6864318847656
98,-497.4714050292969
99,-499.3158264160156
100,-501.1664733886719
101,-503.1203918457031
102,-505.1148376464844
103,-507.1551208496094
104,-509.2452697753906
105,-511.3880310058594
106,-513.5753173828125
107,-515.8133544921875
108,-518.1004638671875
109,-520.437255859375
110,-522.8189697265625
111,-525.2784423828125
112,-527.7686157226562
113,-530.31982421875
114,-532.940673828125
115,-535.62939453125
116,-538.3707885742188
117,-541.1761474609375
118,-544.0578002929688
119,-547.01220703125
120,-550.0342407226562
121,-553.1295776367188
122,-556.3011474609375
123,-559.53125
124,-562.8389892578125
125,-566.1923217773438
126,-569.6091918945312
127,-573.0426025390625
128,-576.4844360351562
129,-579.8685913085938
130,-583.1666259765625
131,-586.28125
132,-589.0818481445312
133,-591.4343872070312
134,-593.1685180664062
135,-594.1463012695312
136,-594.4105224609375
137,-594.3804321289062
138,-594.8056640625
139,-596.066162109375
140,-597.8787841796875
141,-599.7044677734375
142,-601.17578125
143,-602.2423706054688
144,-602.9923706054688
145,-603.562255859375
146,-604.06103515625
147,-604.5960693359375
148,-605.202392578125
149,-605.9088745117188
150,-606.7268676757812
151,-607.645263671875
152,-608.6354370117188
153,-609.6768798828125
154,-610.7198486328125
155,-611.7398071289062
156,-612.702392578125
157,-613.5831298828125
158,-614.3701171875
159,-615.0833129882812
160,-615.7421875
161,-616.3765869140625
162,-617.0398559570312
163,-617.7310791015625
164,-618.4610595703125
165,-619.2090454101562
166,-619.9552001953125
167,-620.6917724609375
168,-621.3895874023438
169,-622.0625610351562
170,-622.7242431640625
171,-623.3776245117188
172,-624.0299682617188
173,-624.6734619140625
174,-625.34814453125
175,-625.998779296875
176,-626.6618041992188
177,-627.3348388671875
178,-627.978759765625
179,-628.6109619140625
180,-629.2333984375
181,-629.835693359375
182,-630.4291381835938
183,-631.0128173828125
184,-631.5942993164062
185,-632.1652221679688
186,-632.736328125
187,-633.3145751953125
188,-633.892578125
189,-634.4569702148438
190,-635.005615234375
191,-635.5550537109375
192,-636.0872802734375
193,-636.6221923828125
194,-637.1456909179688
195,-637.6633911132812
196,-638.1707763671875
197,-638.6911010742188
198,-639.1814575195312
199,-639.6815795898438
200,-640.16748046875
201,-640.6554565429688
202,-641.1343383789062
203,-641.6011352539062
204,-642.0685424804688
205,-642.5209350585938
206,-642.9763793945312
207,-643.4287109375
208,-643.8677978515625
209,-644.311767578125
210,-644.73779296875
211,-645.174560546875
212,-645.597412109375
213,-646.0201416015625
214,-646.44970703125
215,-646.8685302734375
216,-647.2799072265625
217,-647.6748046875
218,-648.0748901367188
219,-648.4612426757812
220,-648.8678588867188
221,-649.258544921875
222,-649.6414184570312
223,-650.0275268554688
224,-650.4090576171875
225,-650.7858276367188
226,-651.1592407226562
227,-651.5210571289062
228,-651.89208984375
229,-652.2440185546875
230,-652.6254272460938
231,-652.9640502929688
232,-653.3231811523438
233,-653.66259765625
234,-654.0264892578125
235,-654.3310546875
236,-654.690673828125
237,-655.0302124023438
238,-655.3678588867188
239,-655.6829223632812
240,-656.0078735351562
241,-656.3068237304688
242,-656.6458740234375
243,-656.9571533203125
244,-657.2692260742188
245,-657.5732421875
246,-657.867919921875
247,-658.1901245117188
248,-658.4696044921875
249,-658.7642211914062
250,-659.0546264648438
251,-659.3436279296875
252,-659.641357421875
253,-659.9097290039062
254,-660.1962890625
255,-660.46484375
256,-660.73095703125
257,-661.0096435546875
258,-661.2943725585938
259,-661.544189453125
260,-661.7880249023438
261,-662.0480346679688
262,-662.2992553710938
263,-662.55712890625
264,-662.8203125
265,-663.0477294921875
266,-663.3345336914062
267,-663.5391235351562
268,-663.781494140625
269,-664.0126953125
270,-664.2578125
271,-664.528076171875
272,-664.7415771484375
273,-664.9562377929688
274,-665.1846923828125
275,-665.4190063476562
276,-665.6607666015625
277,-665.8655395507812
278,-666.082763671875
279,-666.3244018554688
280,-666.5048217773438
281,-666.755126953125
282,-666.9547729492188
283,-667.194580078125
284,-667.4183349609375
285,-667.5855102539062
286,-667.815673828125
287,-668.0095825195312
288,-668.19189453125
289,-668.4317626953125
290,-668.6312866210938
291,-668.8194580078125
292,-669.0277709960938
293,-669.21826171875
294,-669.3698120117188
295,-669.6152954101562
296,-669.8311157226562
297,-670.0017700195312
298,-670.2100219726562
299,-670.3826293945312
