,loss
0,1970.223876953125
1,340.9215087890625
2,-49.610801696777344
3,-203.03927612304688
4,-278.7746276855469
5,-321.387939453125
6,-347.4812927246094
7,-364.4322814941406
8,-375.9399108886719
9,-384.0269775390625
10,-389.87408447265625
11,-394.2092590332031
12,-397.49749755859375
13,-400.0472717285156
14,-402.0697937011719
15,-403.71002197265625
16,-405.0730895996094
17,-406.2333984375
18,-407.2460632324219
19,-408.15155029296875
20,-408.9794921875
21,-409.7532653808594
22,-410.4896545410156
23,-411.20147705078125
24,-411.8985290527344
25,-412.58843994140625
26,-413.2764587402344
27,-413.9669189453125
28,-414.66314697265625
29,-415.36712646484375
30,-416.0805969238281
31,-416.8048400878906
32,-417.5406494140625
33,-418.2880859375
34,-419.0479736328125
35,-419.820068359375
36,-420.604248046875
37,-421.4006652832031
38,-422.208984375
39,-423.029052734375
40,-423.8601989746094
41,-424.7025146484375
42,-425.5555419921875
43,-426.4189147949219
44,-427.2923889160156
45,-428.17584228515625
46,-429.0687255859375
47,-429.9708251953125
48,-430.8820495605469
49,-431.80206298828125
50,-432.73052978515625
51,-433.66741943359375
52,-434.6124572753906
53,-435.5655822753906
54,-436.526611328125
55,-437.4954833984375
56,-438.4718017578125
57,-439.4559631347656
58,-440.447509765625
59,-441.44671630859375
60,-442.453125
61,-443.4668273925781
62,-444.48846435546875
63,-445.51666259765625
64,-446.5529479980469
65,-447.5964660644531
66,-448.6474304199219
67,-449.7057800292969
68,-450.7719421386719
69,-451.8453674316406
70,-452.9270935058594
71,-454.0159606933594
72,-455.1130676269531
73,-456.2181701660156
74,-457.3314514160156
75,-458.4528503417969
76,-459.5826721191406
77,-460.7209167480469
78,-461.8682556152344
79,-463.0240783691406
80,-464.1890563964844
81,-465.3630676269531
82,-466.5464782714844
83,-467.7397155761719
84,-468.9427185058594
85,-470.1553649902344
86,-471.3787536621094
87,-472.6121520996094
88,-473.8567199707031
89,-475.1116027832031
90,-476.3784484863281
91,-477.6567077636719
92,-478.9466857910156
93,-480.2489318847656
94,-481.5633850097656
95,-482.8910827636719
96,-484.2316589355469
97,-485.5860290527344
98,-486.9542541503906
99,-488.3369445800781
100,-489.7345886230469
101,-491.1473083496094
102,-492.5761413574219
103,-494.0209045410156
104,-495.4826354980469
105,-496.9617004394531
106,-498.4587707519531
107,-499.9748229980469
108,-501.5096740722656
109,-503.0646667480469
110,-504.6401672363281
111,-506.2373962402344
112,-507.8567810058594
113,-509.4995422363281
114,-511.1664123535156
115,-512.8579711914062
116,-514.576171875
117,-516.321533203125
118,-518.094970703125
119,-519.8983764648438
120,-521.7323608398438
121,-523.598876953125
122,-525.4991455078125
123,-527.4351196289062
