,0,1,2,3,4,5,6,7,8,9,10,11
0,3.9858243,3.9649587,3.9653122,3.965801,3.964595,3.9645875,3.9651055,3.965266,3.9652236,3.9651814,3.9651577,3.9651473
1,3.1174405,3.0916848,3.0897956,3.0928328,3.0935028,3.0935128,3.0936146,3.0935433,3.093426,3.0933907,3.0933986,3.0934076
2,-0.5556294,-0.5726041,-0.57649785,-0.5737765,-0.5711247,-0.5702573,-0.57038325,-0.5706825,-0.57085574,-0.5708942,-0.57087135,-0.57084495
