,loss
0,3063.731201171875
1,724.1188354492188
2,165.67491149902344
3,-56.97584533691406
4,-169.27447509765625
5,-234.11203002929688
6,-274.99005126953125
7,-302.41644287109375
8,-321.6971130371094
9,-335.76031494140625
10,-346.33355712890625
11,-354.49127197265625
12,-360.9300537109375
13,-366.1186218261719
14,-370.3798522949219
15,-373.94329833984375
16,-376.9742736816406
17,-379.594970703125
18,-381.8960876464844
19,-383.94732666015625
20,-385.80078125
21,-387.498291015625
22,-389.0711364746094
23,-390.5449523925781
24,-391.9400329589844
25,-393.2720031738281
26,-394.5536804199219
27,-395.79541015625
28,-397.00628662109375
29,-398.1924133300781
30,-399.35986328125
31,-400.5133972167969
32,-401.6563720703125
33,-402.7920227050781
34,-403.9235534667969
35,-405.05230712890625
36,-406.18096923828125
37,-407.31060791015625
38,-408.4421691894531
39,-409.5775146484375
40,-410.7171630859375
41,-411.8619384765625
42,-413.01220703125
43,-414.16949462890625
44,-415.33306884765625
45,-416.5043640136719
46,-417.6833190917969
47,-418.87054443359375
48,-420.0659484863281
49,-421.27008056640625
50,-422.4830017089844
51,-423.7055358886719
52,-424.9371337890625
53,-426.17877197265625
54,-427.4298400878906
55,-428.6913146972656
56,-429.9630126953125
57,-431.2450866699219
58,-432.5377502441406
59,-433.8414306640625
60,-435.15618896484375
61,-436.4822082519531
62,-437.8196105957031
63,-439.1690368652344
64,-440.5303955078125
65,-441.9038391113281
66,-443.2900390625
67,-444.68829345703125
68,-446.10003662109375
69,-447.5250244140625
70,-448.9631652832031
71,-450.4154357910156
72,-451.8821105957031
73,-453.3630676269531
74,-454.8591003417969
75,-456.3702697753906
76,-457.8971862792969
77,-459.4400939941406
78,-460.9997253417969
79,-462.5762634277344
80,-464.1701965332031
81,-465.7823791503906
82,-467.4131164550781
83,-469.0630187988281
84,-470.7328796386719
85,-472.4228210449219
86,-474.1341857910156
87,-475.8674011230469
88,-477.6231994628906
89,-479.4021301269531
90,-481.2058410644531
91,-483.0344543457031
92,-484.8891906738281
93,-486.7710266113281
94,-488.6809997558594
95,-490.6204528808594
96,-492.5898132324219
97,-494.5915222167969
98,-496.6257019042969
99,-498.6947326660156
100,-500.7992248535156
101,-502.9411926269531
102,-505.1225280761719
103,-507.3443298339844
