,loss
0,2585.589599609375
1,585.61328125
2,98.3559799194336
3,-97.03508758544922
4,-195.76364135742188
5,-252.79730224609375
6,-288.7625732421875
7,-312.8998718261719
8,-329.88092041015625
9,-342.2827453613281
10,-351.62615966796875
11,-358.855712890625
12,-364.583984375
13,-369.22149658203125
14,-373.0523376464844
15,-376.2763671875
16,-379.039306640625
17,-381.4471130371094
18,-383.5794372558594
19,-385.4962463378906
20,-387.2433166503906
21,-388.8565368652344
22,-390.36334228515625
23,-391.7861022949219
24,-393.1416015625
25,-394.4435729980469
26,-395.7035827636719
27,-396.9300842285156
28,-398.1304931640625
29,-399.31036376953125
30,-400.4750671386719
31,-401.62799072265625
32,-402.7727355957031
33,-403.9112243652344
34,-405.04656982421875
35,-406.17999267578125
36,-407.31329345703125
37,-408.4474182128906
38,-409.5837707519531
39,-410.7230224609375
40,-411.8657531738281
41,-413.012939453125
42,-414.1646728515625
43,-415.3220520019531
44,-416.4848937988281
45,-417.6536865234375
46,-418.8290100097656
47,-420.0105285644531
48,-421.1988525390625
49,-422.3944396972656
50,-423.5967102050781
51,-424.8063049316406
52,-426.0234069824219
53,-427.2484436035156
54,-428.4808654785156
55,-429.72113037109375
56,-430.9696044921875
57,-432.2262268066406
58,-433.4910888671875
59,-434.7645263671875
60,-436.046142578125
61,-437.3364562988281
62,-438.63616943359375
63,-439.9441833496094
64,-441.26171875
65,-442.5886535644531
66,-443.9248046875
67,-445.2707214355469
68,-446.6264953613281
69,-447.9920349121094
70,-449.3681945800781
71,-450.7547302246094
72,-452.1515808105469
73,-453.5596008300781
74,-454.9789123535156
75,-456.4092712402344
76,-457.8515319824219
77,-459.3055725097656
78,-460.7720031738281
79,-462.2508850097656
80,-463.7429504394531
81,-465.2479553222656
82,-466.7667541503906
83,-468.2995910644531
84,-469.8465270996094
85,-471.4085998535156
86,-472.9858703613281
87,-474.5789489746094
88,-476.1882629394531
89,-477.8144226074219
90,-479.4579162597656
91,-481.1193542480469
92,-482.7994079589844
93,-484.4991149902344
94,-486.2186584472656
95,-487.9587707519531
96,-489.7203674316406
97,-491.5044250488281
98,-493.3116149902344
99,-495.1433410644531
100,-496.9998474121094
101,-498.8827819824219
102,-500.7931823730469
103,-502.7320861816406
104,-504.7006530761719
105,-506.7005920410156
106,-508.7331237792969
107,-510.7995300292969
108,-512.9017944335938
109,-515.0413208007812
110,-517.2197265625
111,-519.4396362304688
112,-521.7022705078125
113,-524.0101318359375
114,-526.3654174804688
115,-528.7705078125
116,-531.2279052734375
117,-533.7402954101562
118,-536.309814453125
119,-538.9398193359375
120,-541.6328735351562
121,-544.3919067382812
122,-547.2198486328125
123,-550.1192626953125
124,-553.0925903320312
125,-556.1415405273438
126,-559.2688598632812
127,-562.4732055664062
128,-565.75390625
129,-569.1080932617188
130,-572.5292358398438
131,-576.0052490234375
132,-579.5180053710938
133,-583.03955078125
134,-586.5267944335938
135,-589.9163818359375
136,-593.1152954101562
137,-595.991943359375
138,-598.371826171875
139,-600.0497436523438
140,-600.8710327148438
141,-600.927734375
142,-600.7935180664062
143,-601.3153686523438
144,-602.8269653320312
145,-604.9003295898438
146,-606.9276733398438
147,-608.57958984375
148,-609.815185546875
149,-610.7366943359375
150,-611.4788208007812
151,-612.1558227539062
152,-612.8490600585938
153,-613.60888671875
154,-614.457763671875
155,-615.3994750976562
156,-616.4224853515625
157,-617.503173828125
158,-618.6112060546875
159,-619.711669921875
160,-620.7694091796875
161,-621.75390625
162,-622.64501953125
163,-623.43701171875
164,-624.1445922851562
165,-624.7978515625
166,-625.4363403320312
167,-626.0965576171875
168,-626.7984619140625
169,-627.5419311523438
170,-628.3097534179688
171,-629.078125
172,-629.8244018554688
173,-630.5369873046875
174,-631.2117309570312
175,-631.8533935546875
176,-632.4703979492188
177,-633.0728149414062
178,-633.6687622070312
179,-634.2625732421875
180,-634.85546875
181,-635.4475708007812
182,-636.033935546875
183,-636.610595703125
184,-637.173095703125
185,-637.7194213867188
186,-638.249267578125
187,-638.7650146484375
188,-639.2693481445312
189,-639.76708984375
190,-640.2610473632812
191,-640.7525634765625
192,-641.2416381835938
193,-641.7265014648438
194,-642.2047729492188
195,-642.674560546875
196,-643.135986328125
197,-643.5895385742188
198,-644.0369262695312
199,-644.4793701171875
200,-644.9180297851562
201,-645.3553466796875
202,-645.7901611328125
203,-646.22216796875
204,-646.651611328125
205,-647.0761108398438
206,-647.4964599609375
207,-647.9112548828125
