,loss
0,2151.470947265625
1,549.281005859375
2,169.1039581298828
3,21.09033203125
4,-51.336456298828125
5,-91.72067260742188
6,-116.20785522460938
7,-131.945556640625
8,-142.50201416015625
9,-149.82278442382812
10,-155.03878784179688
11,-158.84439086914062
12,-161.68148803710938
13,-163.84283447265625
14,-165.52581787109375
15,-166.86904907226562
16,-167.9686279296875
17,-168.89419555664062
18,-169.69610595703125
19,-170.41131591796875
20,-171.06784057617188
21,-171.68539428710938
22,-172.27920532226562
23,-172.86004638671875
24,-173.43722534179688
25,-174.01638793945312
26,-174.60226440429688
27,-175.1982421875
28,-175.806396484375
29,-176.4285888671875
30,-177.06564331054688
31,-177.7186279296875
32,-178.38742065429688
33,-179.07183837890625
34,-179.7724609375
35,-180.48883056640625
36,-181.220458984375
37,-181.96694946289062
38,-182.72775268554688
39,-183.50274658203125
40,-184.2913818359375
41,-185.09295654296875
42,-185.906982421875
43,-186.73333740234375
44,-187.5709228515625
45,-188.42010498046875
46,-189.27984619140625
47,-190.1505126953125
48,-191.03091430664062
49,-191.92153930664062
50,-192.8214111328125
51,-193.73046875
52,-194.64874267578125
53,-195.57568359375
54,-196.5113525390625
55,-197.45541381835938
56,-198.40798950195312
57,-199.36856079101562
58,-200.33700561523438
59,-201.31341552734375
60,-202.29794311523438
61,-203.29025268554688
62,-204.29025268554688
63,-205.29788208007812
64,-206.31350708007812
65,-207.33663940429688
66,-208.36770629882812
67,-209.40652465820312
68,-210.45303344726562
69,-211.50747680664062
70,-212.56991577148438
71,-213.64028930664062
72,-214.71884155273438
73,-215.80563354492188
74,-216.90060424804688
75,-218.00399780273438
76,-219.11599731445312
77,-220.23641967773438
78,-221.36593627929688
79,-222.50424194335938
80,-223.65170288085938
81,-224.80838012695312
82,-225.97457885742188
83,-227.15023803710938
84,-228.33590698242188
85,-229.53158569335938
86,-230.73776245117188
87,-231.95443725585938
88,-233.18142700195312
89,-234.41958618164062
90,-235.66903686523438
91,-236.93020629882812
92,-238.20291137695312
93,-239.48800659179688
94,-240.78549194335938
95,-242.09567260742188
96,-243.41903686523438
97,-244.75582885742188
98,-246.10641479492188
99,-247.47134399414062
100,-248.85116577148438
101,-250.24575805664062
102,-251.65646362304688
103,-253.08291625976562
104,-254.52597045898438
105,-255.98599243164062
106,-257.4637145996094
107,-258.9600524902344
108,-260.4751281738281
109,-262.0094909667969
110,-263.5646057128906
111,-265.1404724121094
112,-266.7379455566406
113,-268.3583679199219
114,-270.0016784667969
115,-271.6697692871094
116,-273.3629455566406
117,-275.0825500488281
118,-276.8296203613281
119,-278.6052551269531
120,-280.4104919433594
121,-282.2470397949219
122,-284.1154479980469
123,-286.0179138183594
124,-287.9558410644531
125,-289.9306335449219
126,-291.9440002441406
127,-293.9980773925781
128,-296.0945129394531
129,-298.2347106933594
130,-300.4217834472656
131,-302.6575622558594
132,-304.9438781738281
133,-307.2833557128906
134,-309.6791076660156
135,-312.1327819824219
136,-314.6471862792969
137,-317.2247619628906
138,-319.8685607910156
139,-322.5804138183594
140,-325.3622131347656
141,-328.2167663574219
142,-331.1441345214844
143,-334.1453552246094
144,-337.2200622558594
145,-340.3648376464844
146,-343.5753479003906
147,-346.8445739746094
148,-350.1594543457031
149,-353.5025329589844
150,-356.8471374511719
151,-360.1567687988281
152,-363.3810729980469
153,-366.4538269042969
154,-369.2911071777344
155,-371.7990417480469
156,-373.8866882324219
157,-375.4988708496094
158,-376.6581726074219
159,-377.5086975097656
160,-378.3215026855469
161,-379.4176940917969
162,-381.0019226074219
163,-383.0330505371094
164,-385.2596130371094
165,-387.3846740722656
166,-389.2093200683594
167,-390.6765441894531
168,-391.8288879394531
169,-392.7608337402344
170,-393.5722351074219
171,-394.3480529785156
172,-395.1506652832031
173,-396.0155334472656
174,-396.9566345214844
175,-397.9690246582031
176,-399.0318908691406
177,-400.1158142089844
178,-401.1851501464844
179,-402.2105407714844
180,-403.1725769042969
181,-404.0699157714844
182,-404.9212951660156
183,-405.7554626464844
184,-406.6007995605469
185,-407.4701843261719
186,-408.3539123535156
187,-409.2319030761719
188,-410.0794982910156
189,-410.8819274902344
190,-411.6338195800781
191,-412.3430480957031
192,-413.0234069824219
193,-413.6875305175781
194,-414.3492126464844
195,-415.0141906738281
196,-415.6859436035156
197,-416.3619079589844
198,-417.0369567871094
199,-417.7055969238281
200,-418.3616638183594
201,-419.0035705566406
202,-419.6310119628906
203,-420.2470397949219
204,-420.8533630371094
205,-421.4541931152344
206,-422.0510559082031
207,-422.6416320800781
208,-423.2248229980469
209,-423.7988586425781
210,-424.3612365722656
211,-424.9136047363281
212,-425.4565124511719
213,-425.9929504394531
214,-426.5241394042969
