,loss
0,2131.54736328125
1,551.9259033203125
2,171.34378051757812
3,22.133880615234375
4,-51.165313720703125
5,-92.13214111328125
6,-117.00457763671875
7,-132.99630737304688
8,-143.71914672851562
9,-151.14593505859375
10,-156.42730712890625
11,-160.26956176757812
12,-163.12335205078125
13,-165.28775024414062
14,-166.96475219726562
15,-168.29489135742188
16,-169.37771606445312
17,-170.28436279296875
18,-171.06643676757812
19,-171.76187133789062
20,-172.39837646484375
21,-172.99737548828125
22,-173.57373046875
23,-174.13919067382812
24,-174.70205688476562
25,-175.26901245117188
26,-175.84417724609375
27,-176.43133544921875
28,-177.03268432617188
29,-177.64968872070312
30,-178.28323364257812
31,-178.93438720703125
32,-179.60287475585938
33,-180.28909301757812
34,-180.99252319335938
35,-181.713134765625
36,-182.4503173828125
37,-183.20358276367188
38,-183.97305297851562
39,-184.75735473632812
40,-185.5565185546875
41,-186.36953735351562
42,-187.19638061523438
43,-188.03631591796875
44,-188.88873291015625
45,-189.75341796875
46,-190.62982177734375
47,-191.51809692382812
48,-192.4166259765625
49,-193.326171875
50,-194.24600219726562
51,-195.17633056640625
52,-196.11587524414062
53,-197.06515502929688
54,-198.02389526367188
55,-198.99203491210938
56,-199.96908569335938
57,-200.9552001953125
58,-201.94992065429688
59,-202.95355224609375
60,-203.96578979492188
61,-204.98678588867188
62,-206.01626586914062
63,-207.05441284179688
64,-208.10128784179688
65,-209.15670776367188
66,-210.22067260742188
67,-211.29367065429688
68,-212.37509155273438
69,-213.46578979492188
70,-214.56533813476562
71,-215.67379760742188
72,-216.79147338867188
73,-217.91879272460938
74,-219.05514526367188
75,-220.20169067382812
76,-221.35794067382812
77,-222.52413940429688
78,-223.70071411132812
79,-224.88772583007812
80,-226.08529663085938
81,-227.29385375976562
82,-228.51400756835938
83,-229.74520874023438
84,-230.98837280273438
85,-232.24386596679688
86,-233.51174926757812
87,-234.79287719726562
88,-236.08670043945312
89,-237.39517211914062
90,-238.71719360351562
91,-240.05453491210938
92,-241.40713500976562
93,-242.77578735351562
94,-244.16159057617188
95,-245.56497192382812
96,-246.98733520507812
97,-248.42929077148438
98,-249.89236450195312
99,-251.37893676757812
100,-252.89041137695312
101,-254.43008422851562
102,-256.0013732910156
103,-257.6099548339844
104,-259.2638244628906
105,-260.9761047363281
106,-262.7705993652344
107,-264.6980895996094
108,-266.7436218261719
109,-269.3124084472656
110,
111,-271.8418273925781
112,-272.9465637207031
113,-274.2858581542969
114,-275.7428283691406
115,-277.2776794433594
116,-278.8744201660156
117,-280.5248107910156
118,-282.2239074707031
119,-283.9660339355469
120,-285.7506408691406
121,-287.5766296386719
122,-289.4429626464844
123,-291.3505554199219
124,-293.3002624511719
125,-295.2930603027344
126,-297.3302917480469
127,-299.4122009277344
128,-301.5404968261719
129,-303.7196350097656
130,-305.9490661621094
131,-308.2306823730469
132,-310.5671691894531
133,-312.9612731933594
134,-315.4132995605469
135,-317.9286193847656
136,-320.5090637207031
137,-323.1552429199219
138,-325.8705139160156
139,-328.6549987792969
140,-331.5134582519531
141,-334.4472961425781
142,-337.4533996582031
143,-340.5314025878906
144,-343.6819763183594
145,-346.8993225097656
146,-350.1772155761719
147,-353.5007019042969
148,-356.8539123535156
149,-360.2159729003906
150,-363.5513610839844
151,-366.8215026855469
152,-369.9610900878906
153,-372.9226379394531
154,-375.6271667480469
155,-378.0196838378906
156,-380.1075744628906
157,-381.9430236816406
158,-383.6477355957031
159,
160,-374.2547912597656
161,-385.7737121582031
162,-386.8995666503906
163,-385.9776306152344
164,-390.2680969238281
165,-383.2332458496094
166,-391.3025207519531
167,-394.2060241699219
168,-393.2220153808594
169,-394.8418273925781
170,-396.0041809082031
171,-395.1249084472656
172,-394.9007263183594
173,-395.6436462402344
174,-391.3368835449219
175,-394.8602600097656
176,-351.0433654785156
177,-399.2857360839844
178,-406.8002014160156
179,-409.0624694824219
180,-410.6612243652344
181,-411.8418273925781
182,-412.8519592285156
183,-413.7729187011719
184,-414.6700744628906
185,-415.5648498535156
186,-416.4195861816406
187,-417.2629089355469
188,-418.0545959472656
189,-418.7885437011719
190,-419.4870910644531
191,-420.1683044433594
192,-420.8104553222656
193,-421.4493713378906
194,-422.1045227050781
195,-422.7531433105469
196,-423.3880920410156
197,-424.0325012207031
198,-424.6690979003906
199,-425.2933044433594
200,-425.9099426269531
201,-426.4967956542969
202,-427.0807189941406
203,-427.6389465332031
204,-428.2079772949219
205,-428.7608337402344
206,-429.2897644042969
207,-429.8305358886719
208,-430.3427429199219
209,-430.8507385253906
210,-431.3504943847656
211,-431.8498229980469
212,-432.3154602050781
213,-432.7885437011719
214,-433.2651062011719
215,-433.7371520996094
216,-434.1901550292969
217,-434.6485290527344
