,loss
0,2996.409423828125
1,718.1431884765625
2,164.98406982421875
3,-56.699424743652344
4,-168.768310546875
5,-233.55990600585938
6,-274.4505920410156
7,-301.9097900390625
8,-321.23114013671875
9,-335.3377685546875
10,-345.9552001953125
11,-354.1560974121094
12,-360.6374816894531
13,-365.8671569824219
14,-370.16851806640625
15,-373.7704772949219
16,-376.83880615234375
17,-379.4953308105469
18,-381.83160400390625
19,-383.9160461425781
20,-385.80242919921875
21,-387.53143310546875
22,-389.1351013183594
23,-390.6387939453125
24,-392.0625915527344
25,-393.4227294921875
26,-394.73187255859375
27,-396.0008850097656
28,-397.2376708984375
29,-398.4499816894531
30,-399.6429443359375
31,-400.8215026855469
32,-401.9892272949219
33,-403.1496276855469
34,-404.30499267578125
35,-405.457763671875
36,-406.6102294921875
37,-407.763671875
38,-408.9190979003906
39,-410.0782165527344
40,-411.2415771484375
41,-412.4100646972656
42,-413.5845947265625
43,-414.7654113769531
44,-415.9535827636719
45,-417.1492614746094
46,-418.35302734375
47,-419.5653991699219
48,-420.7864685058594
49,-422.0166015625
50,-423.2563171386719
51,-424.5057678222656
52,-425.7653503417969
53,-427.0353088378906
54,-428.3160095214844
55,-429.6078186035156
56,-430.9109802246094
57,-432.22576904296875
58,-433.552490234375
59,-434.8916320800781
60,-436.2432556152344
61,-437.60845947265625
62,-438.98675537109375
63,-440.37921142578125
64,-441.7864074707031
65,-443.2088317871094
66,-444.6470642089844
67,-446.1020202636719
68,-447.5743408203125
69,-449.0651550292969
70,-450.5762023925781
71,-452.1083068847656
72,-453.6649475097656
73,-455.2468566894531
74,-456.8581848144531
75,-458.5041198730469
76,-460.1907043457031
77,-461.9328918457031
78,-463.7461242675781
79,-465.6929016113281
80,-467.8462219238281
81,-470.6242370605469
82,-471.6970520019531
83,-473.6219787597656
84,-475.2755432128906
85,-475.7678527832031
86,-477.9264831542969
87,-479.5283508300781
88,-481.1058044433594
89,-482.7494812011719
90,-484.4517517089844
91,-486.1773376464844
92,-487.9977111816406
93,-489.8504943847656
94,-491.7273254394531
95,-493.6700134277344
96,-495.6467590332031
97,-497.6689147949219
98,-499.7315979003906
99,-501.8344421386719
100,-503.9930725097656
101,-506.1965026855469
102,-508.4446716308594
103,-510.7189636230469
104,-512.9963989257812
105,-515.4239501953125
106,-518.0552978515625
107,-520.7505493164062
