,loss
0,1808.849609375
1,283.10546875
2,-84.8423080444336
3,-229.23355102539062
4,-300.1974792480469
5,-339.8591003417969
6,-363.9317321777344
7,-379.4015808105469
8,-389.7684020996094
9,-396.9451904296875
10,-402.0466003417969
11,-405.7576599121094
12,-408.5159912109375
13,-410.610595703125
14,-412.2371826171875
15,-413.5321960449219
16,-414.59124755859375
17,-415.4833984375
18,-416.2583312988281
19,-416.9527282714844
20,-417.5932312011719
21,-418.199951171875
22,-418.7877197265625
23,-419.3674621582031
24,-419.94696044921875
25,-420.5323486328125
26,-421.12799072265625
27,-421.7369689941406
28,-422.3612976074219
29,-423.00262451171875
30,-423.66143798828125
31,-424.3382873535156
32,-425.0337829589844
33,-425.7474060058594
34,-426.4788513183594
35,-427.2278747558594
36,-427.9940185546875
37,-428.7767639160156
38,-429.5755615234375
39,-430.3900451660156
40,-431.21929931640625
41,-432.0628967285156
42,-432.9203796386719
43,-433.7913818359375
44,-434.67462158203125
45,-435.5704345703125
46,-436.4783630371094
47,-437.3977966308594
48,-438.3282775878906
49,-439.2695007324219
50,-440.2211608886719
51,-441.1829833984375
52,-442.154541015625
53,-443.1359558105469
54,-444.1270446777344
55,-445.127197265625
56,-446.1364440917969
57,-447.1546630859375
58,-448.1820373535156
59,-449.2181091308594
60,-450.2629089355469
61,-451.3161315917969
62,-452.3782653808594
63,-453.4490661621094
64,-454.5282897949219
65,-455.6164855957031
66,-456.7127990722656
67,-457.8181457519531
68,-458.9325256347656
69,-460.0552673339844
70,-461.1872253417969
71,-462.3282165527344
72,-463.4785461425781
73,-464.6377868652344
74,-465.8065490722656
75,-466.9848937988281
76,-468.1733093261719
77,-469.3708801269531
78,-470.5787658691406
79,-471.7970886230469
80,-473.0254211425781
81,-474.2648620605469
82,-475.5148620605469
83,-476.7762145996094
84,-478.0487976074219
85,-479.3328552246094
86,-480.6291198730469
87,-481.9371032714844
88,-483.2578430175781
89,-484.5912780761719
90,-485.9382629394531
91,-487.2981262207031
92,-488.6720886230469
93,-490.0603942871094
94,-491.4628601074219
95,-492.8807067871094
96,-494.3139343261719
97,-495.7629089355469
98,-497.2283630371094
99,-498.7110290527344
100,-500.2108459472656
101,-501.7288513183594
